question_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
01c138c6772d4dfda5bdd83a8fad7ed7,1,1,0,1,1,0,0,1,3,1,2,2,4,0,1,1,1,4,1,1,0,1
02326f6b5cb94ec39770b90494192337,1,1,2,1,1,1,0,1,2,1,1,2,4,2,1,1,1,5,1,1,3,2
02fd0ce9543e4229887fca55f92db874,1,1,1,1,1,1,0,0,3,1,1,1,4,1,1,1,1,3,1,1,2,0
038612c84ad24d0e974ccd93f15a0aac,2,2,2,3,1,1,2,1,3,1,3,2,4,2,1,1,1,2,2,2,1,2
040d0028aca94782bed8ea599fb946e7,5,3,2,1,1,0,0,1,3,3,1,2,5,1,1,1,1,3,2,1,2,1
0513491ea53545f4a27f3b74b3f2b70d,1,1,4,4,1,1,0,0,3,1,2,0,5,2,2,2,1,3,1,1,2,1
059a04f5dcb447819032df35cbbcf158,1,3,2,1,1,0,0,1,3,2,2,2,5,1,2,1,2,2,3,1,1,1
0724e6e2022c4ca18bbb97937bd8ee47,3,1,4,1,0,2,2,1,3,1,2,3,5,1,1,2,0,4,1,1,0,1
0773da81b90c4516a25c27591f5b67f8,1,1,2,1,0,1,0,1,3,2,1,1,4,0,1,2,1,4,2,1,1,0
08b7e35684e242a28b1b6fd1202e2c1b,1,0,4,1,2,2,0,1,0,1,1,0,3,1,1,2,1,4,0,1,2,0
08f7f1b1edcb493ea1dcf041cac33c8e,2,0,1,1,1,0,0,0,3,1,2,3,5,1,1,2,1,4,0,1,1,1
0910df5fcb0a41c4afa67696c7524fe8,1,1,2,1,1,1,0,1,3,1,2,0,4,1,1,2,2,4,1,1,0,1
09994bd8ef664a0590e38ac8281d0b76,1,1,1,3,1,2,0,1,3,1,1,2,4,1,1,1,0,2,1,1,2,1
0a6c0c353dbf457897685c380971a16e,2,1,2,3,1,0,0,0,3,3,1,2,4,1,1,2,1,4,2,1,0,1
0ab59f40fd624356b0d3497f5f7498b5,0,1,2,1,1,1,0,1,3,1,2,1,5,1,2,2,1,4,1,1,1,2
0e062b9b89084185a730fdc97cdaedf4,1,2,4,1,1,1,0,2,3,3,2,3,5,1,1,1,2,4,1,1,2,0
0e2e6aca93ff4cbfb8bd4077f76f1cca,3,1,4,2,1,1,1,1,3,1,3,2,5,1,1,1,1,2,2,1,1,1
0f31bb14c65048a2975de51614879e2f,0,1,0,3,1,1,0,1,1,2,2,1,4,2,2,1,2,3,1,0,1,1
10a20dfe340c4ae49cb25df7aacb6fc3,1,1,4,1,2,0,0,1,1,1,1,0,5,1,1,1,1,4,1,1,1,0
12c7b514d2c34a9fb1cf7ab2705edeb8,2,3,2,1,1,2,0,1,5,2,1,1,5,1,2,2,1,3,2,2,2,1
13977ad5424c45e89bb67f591de050f0,2,1,3,2,1,2,2,2,3,1,1,2,4,2,2,2,1,4,2,0,2,1
1437f1d11a0a46d48f970d55f5d22e64,2,2,2,1,1,0,0,1,2,1,1,2,4,0,3,1,1,4,1,1,2,0
16b26197d3b24fff861d1f57097a79e3,1,1,2,3,1,1,0,1,3,3,1,1,4,1,1,1,1,2,2,1,2,1
17fce5ba684c44a4a99a23f0bfce90aa,1,2,3,3,1,1,1,1,3,1,1,1,4,1,1,1,1,4,1,1,1,1
180c25f6f4f1433c855d57fe7cf433d1,1,1,4,2,1,2,0,1,2,1,1,2,4,1,1,1,1,4,1,1,2,1
1896fbb1ebf34a9a8cd56216532469b9,1,1,2,1,1,1,1,0,1,1,1,1,5,1,1,1,1,4,1,1,1,1
190ffd85f0a1425b90c5da2cc9f7b6a9,1,1,0,2,0,2,1,1,2,2,2,1,4,1,1,1,1,4,0,2,2,0
192e25a94bfa42e8b51762c2888b7364,2,1,1,2,1,0,0,1,4,0,1,1,4,2,2,1,1,5,2,0,2,2
1ab1656d79ad48619355075a572db934,3,1,4,2,1,1,0,2,5,3,1,2,4,2,1,3,2,2,1,1,2,1
1acd296cbb9a4c80881bdeee638d282b,5,3,2,3,2,0,2,2,3,3,3,3,5,3,3,3,1,2,2,2,0,2
1b22887ca1994874ac7cde201bab8198,1,2,4,2,0,1,0,1,1,1,0,3,4,1,1,1,1,3,1,1,2,1
1cf5b0da1c0143d39c41b65e48bc9fb7,1,1,2,2,1,1,2,1,4,1,1,0,4,1,2,1,1,4,1,2,1,1
1d0978684c9b4a368a57b3e4941c5f6c,0,1,4,1,0,1,0,1,3,1,1,1,5,2,0,2,2,4,1,1,1,0
1e02b8d766d6456188e3f032e82f66bd,1,0,2,1,1,0,1,2,3,1,1,3,4,2,2,1,2,4,1,1,1,1
1e099155885c4d318754de1ce2321a60,1,1,2,1,1,0,2,1,3,2,0,1,4,2,1,1,1,4,2,1,2,1
1f027fe3d1d84a9dbd34c4dcc089a53a,1,1,4,1,1,2,1,1,2,1,1,1,4,1,0,1,0,4,3,1,2,1
1fbc4ce4e7ed460986e7e4ca049b1930,2,1,2,1,1,2,1,0,4,2,0,1,5,1,2,1,2,2,1,1,2,1
21536adeb68b4917a00e8d81a2edbc8d,1,1,2,2,1,1,2,1,3,3,2,3,4,1,1,1,0,4,0,1,1,1
220fd7fba9784b09b956a2d386ada3a7,1,3,4,3,1,0,0,0,3,1,2,3,5,1,2,3,1,4,1,1,2,1
224c0f3b7d714dc1be79762b9d6e562d,3,2,2,1,1,0,0,0,3,1,1,1,4,1,2,1,1,2,2,1,2,0
2275746b725245c98c097908f2f7dd80,1,0,4,2,1,0,0,1,3,2,1,1,4,2,1,1,1,4,1,0,0,1
24028b87b50d4ec491c9717592c56032,1,0,4,1,1,0,0,1,3,1,2,3,4,1,0,3,1,4,1,0,1,2
256a7181a03141cb9a3027ad1594b8df,2,2,4,1,1,1,0,2,3,3,1,3,4,2,1,2,1,4,1,2,2,1
26e957f3fcea40ce862d4ce718c0f211,2,1,2,1,1,1,0,1,3,2,1,3,5,1,1,1,1,4,1,1,2,0
2822ab217e014d03aa69a5b57bcd6cc8,2,1,2,1,1,1,2,0,1,2,1,1,5,1,1,2,1,4,2,1,0,1
288b4de853324137b66d25d51a5219be,2,0,4,2,2,0,2,1,3,1,1,3,4,1,1,1,0,4,1,1,2,1
29f1751ef5cb44c09b63c8c1a0afe07c,1,1,2,1,1,0,0,0,3,1,2,3,4,1,2,2,0,4,1,2,0,2
2a3512ddb853427f97988a6f4bd6498b,3,1,2,2,1,2,0,2,5,3,0,3,4,1,1,1,1,3,2,1,2,1
2abaaceb1277436d86b498ee60ca04d3,0,1,2,2,1,1,1,1,2,1,1,3,4,0,2,1,1,4,1,1,0,1
2bea787493e041178b008247559a40ff,2,3,2,3,1,1,0,0,3,3,1,3,4,1,2,3,1,2,1,1,2,2
2cced3eca6d945f0b2634023b1a0d9eb,1,1,3,1,1,1,0,1,3,1,1,3,5,1,2,0,0,2,1,2,2,2
2cd3af3dcb0445b3889d2a6744be6ed8,2,2,4,1,1,1,0,1,3,0,1,3,5,0,1,1,0,4,1,2,1,1
2d2c88ad097a4c3c885bf5f197143cb1,2,1,3,1,2,1,0,0,3,1,1,0,4,2,1,1,0,4,1,1,2,1
2eab749d9ccd41318718c6a3685a40ee,1,1,0,3,2,1,0,0,3,3,0,3,5,2,1,1,1,4,1,2,2,2
2f7f2f013825487d94f2f0edb9d155fa,1,1,4,3,0,0,0,1,3,1,2,1,4,1,1,1,2,4,1,1,2,1
310ce93587674ab3871a2febb2ed8d15,2,1,2,1,2,1,0,1,3,0,1,1,4,2,1,1,1,5,0,2,0,1
31be7db6dade4ac89bb71eb1b87d23e4,1,1,2,3,1,0,0,1,4,3,1,2,5,1,1,2,1,2,1,1,0,1
31e06c2afc7741c49de005ed62c086c4,1,1,3,2,0,0,1,1,3,1,1,2,4,1,1,1,0,4,1,2,1,1
322672c78e714b31a3b384e9311da70a,0,2,2,1,1,2,0,0,4,3,3,1,4,1,1,2,1,2,0,1,1,2
32a97fa9996849e3b83fffaa69182708,1,2,1,3,1,1,0,1,2,2,1,2,4,2,1,1,1,5,1,1,2,2
335d0e005cb9450da0128398e558169b,1,1,2,1,0,0,1,0,3,2,0,2,4,1,1,1,1,4,1,1,1,1
336c01ef7bc14b5f9ba6993e0c87c240,2,1,2,3,0,1,0,1,3,3,1,1,3,0,1,1,1,4,2,1,1,0
33818333c04647aea099652004668842,1,1,4,1,1,2,2,1,4,1,1,1,4,1,1,1,0,4,2,1,2,1
34458c334b444fb3bd59fa44607c0b3b,3,1,0,2,2,0,1,1,4,2,2,2,4,1,1,1,0,3,1,2,1,2
3546d1dc43d444c78bbef11dc1481e5f,2,1,2,3,1,2,1,1,2,1,1,2,4,1,3,1,0,3,1,1,4,0
3585cf69b49e4c439daa92dc8c78bb85,1,3,3,2,1,0,0,1,5,3,2,1,4,1,1,1,1,4,1,1,1,1
365e416e80dd45d89e50b417389d3303,1,2,2,3,1,1,0,0,3,1,2,2,3,3,1,1,1,3,2,1,1,0
36d5d8ae1d52410082e9289eaccaeffd,3,1,1,3,2,1,1,1,4,3,1,3,4,0,2,1,1,2,2,1,2,1
36fd2515e4034deb8d45b3ad7fd68566,2,2,4,3,1,0,0,1,3,3,2,3,4,1,1,2,1,4,2,1,2,2
37dc7d0566a64014afcde8a233d6a96b,2,1,3,1,1,2,2,0,1,2,1,2,5,1,1,2,1,5,1,1,2,1
3962faf9d0c7466a9a7c3776f0e858a1,1,1,0,2,1,1,1,2,3,1,1,2,4,1,1,2,1,4,1,1,0,2
39671072a3cf49d6abd0b2371207db63,1,1,4,2,1,2,0,1,3,2,1,1,4,1,1,1,1,4,2,0,1,1
3a0d5b1ae7664efd85b70fbee6ef338c,0,1,2,1,1,1,0,1,4,1,1,3,3,3,3,2,1,4,1,1,2,1
3b021b1fe7e44354ade78805e2fbb804,1,3,3,3,1,0,1,1,3,1,1,3,4,1,1,1,0,4,1,1,2,2
3b127e4ee8f1478fb4ed020994498400,1,2,4,1,1,0,0,1,4,0,0,1,4,1,1,1,0,4,1,1,2,1
3d2c20738326485ebfa1cce378bf0f83,1,1,4,2,1,2,1,0,5,1,0,3,5,1,1,3,1,4,0,0,1,1
3de6df9922f6402485455ea248c26f8d,1,1,2,1,1,2,0,0,3,1,1,2,5,1,1,1,1,4,1,0,2,2
3e468bcf53d74c94bffb39e77d9e5e21,3,1,1,1,1,2,0,0,3,2,1,1,4,1,1,1,1,4,1,1,1,2
40edfcfd72454cfc8eb7572a0773036a,3,2,2,2,1,1,0,1,3,1,1,2,4,2,2,2,2,4,1,2,1,1
417f062684fb46c7ada9a4dd7e1cdcff,0,3,2,1,2,2,1,1,3,2,0,2,4,1,2,2,1,0,1,3,2,1
454efd9d2e374682966d5417fe1315f0,1,1,4,1,1,1,1,1,5,1,2,1,4,1,1,1,0,4,1,1,2,1
47042f1ee7a14be9aa8dc45001706517,1,2,2,2,2,1,0,1,3,1,1,1,4,1,2,2,1,2,1,1,1,1
47f513cc522f451f90d3c756b01afe09,3,1,2,1,1,1,2,2,3,1,1,3,4,1,1,0,1,3,1,2,2,1
49289f6b9e3b44038c7c34c12e73642e,1,2,2,1,1,2,0,1,3,1,1,1,4,1,1,1,1,3,1,1,0,0
493ebb51f3f34696b69952669426d776,2,1,2,2,1,2,0,2,3,1,1,3,4,1,1,2,2,4,1,1,2,1
49fbfd99c8614453bde3c1f10e478e66,2,1,2,1,1,0,0,1,2,3,1,1,4,1,2,1,1,4,1,0,0,1
4a8e270e8ed0418ebe1a9b85b89c9c35,1,2,0,1,1,1,0,0,3,1,2,2,4,1,2,0,2,4,1,1,1,0
4c067d6648464818a78d1f4919335b5a,1,1,4,1,1,0,0,2,3,1,1,1,4,1,1,1,2,4,1,1,1,1
4c32a292a7d64368b708ae7164628ae8,1,1,0,1,2,2,0,1,3,1,1,3,4,2,2,2,1,3,1,2,1,1
4e46038840c644b09ec95b558233224a,1,3,2,3,1,0,0,2,3,1,1,3,4,1,1,1,1,2,2,2,2,2
4e6fcf5f190b49719548c7f1d3a0670e,3,1,2,3,2,0,2,2,3,1,1,2,3,1,2,1,1,4,1,2,2,1
4f190a44a6f84e1cbb12d52785f45103,3,1,2,1,1,0,0,1,3,1,1,2,3,1,1,1,2,4,1,1,2,1
50c3d84ec67e4e94bf951a7878d39e12,3,4,0,1,1,1,1,1,3,1,0,1,4,1,1,1,1,3,1,1,1,1
50e4b1bf514b4d8db48d9c41418421c5,3,1,0,2,0,2,0,1,4,2,3,3,4,1,1,1,2,2,1,1,1,1
5184b867767a4d3d8496ad8c7fa2116c,3,1,2,1,1,0,0,0,3,2,1,1,4,0,1,1,1,1,1,1,0,2
54aca31451ec4ba8b0549baecd6eb8fb,3,1,1,3,1,0,0,1,2,0,1,2,3,1,1,2,1,4,1,1,2,1
54d7702228374d9d9e44367b23cb04e4,2,1,1,1,1,0,0,1,4,1,2,3,3,1,1,2,1,4,1,2,1,1
54fff3182a3e4d6e962df0a850cf9cf1,1,2,1,3,0,1,0,0,3,1,1,2,5,1,1,1,0,3,1,1,1,1
55c8f297796946e2bf5f657d6620811d,3,1,2,1,0,0,1,1,4,1,1,0,4,1,1,1,1,4,1,0,1,2
55ebffcc546a4ab69f10d057ceea77d0,2,2,4,1,1,1,1,2,4,1,1,3,4,1,1,1,1,3,1,1,1,1
55f0c3a04cc24b518b884ed4258374d2,1,2,2,1,0,2,1,2,3,2,1,0,5,1,1,1,0,3,1,1,2,3
56033d0763f24a9a86bcf70b77b1987f,3,3,2,3,2,1,1,1,3,0,1,2,4,1,2,1,2,3,1,2,2,1
57468c7ac42548c3bab3238540b31527,2,2,2,1,1,1,0,2,3,2,1,2,5,1,2,2,1,4,2,0,1,1
58adaf5f6f99458884f6da8c1fe4e735,1,1,0,1,1,1,2,0,3,1,1,3,4,1,2,1,1,4,1,1,2,2
58c46676803546279aac429c6cbeb1fc,3,1,2,3,2,2,2,1,3,2,2,1,3,1,0,1,1,3,3,1,1,1
5b377e51010542f89efaf4a8bf9fcaf5,1,2,2,2,1,1,0,2,3,1,0,0,4,2,1,1,1,3,1,1,1,2
5c49e3559b40426c8f2987beace9c307,1,3,1,3,2,2,0,0,4,1,0,1,5,1,1,1,2,4,2,0,2,2
5dc6135f93f34ffe90dcfc793ae676db,1,1,4,1,2,1,0,0,3,2,1,1,5,1,1,2,1,4,1,1,2,2
5f366efff93b4c79ab79f1cd03f23291,1,1,2,1,2,2,0,1,3,2,2,1,4,2,1,1,0,4,0,1,1,2
5f5a29ecf6424b3e9b64d08decc2c04b,3,3,0,1,1,2,0,1,4,3,1,0,4,1,1,1,1,5,1,1,2,1
627122ba50f740cf8ea80fd2b99fc1c3,2,2,0,2,1,0,0,1,5,1,1,2,4,1,1,0,2,2,0,2,2,1
62e63291911b4decba84d85ae673cfc4,2,1,2,3,2,0,0,1,3,3,2,2,4,1,1,1,0,4,2,1,4,1
63b1b1da6651485893d3159aa75fbd12,1,2,1,0,1,0,0,1,1,1,1,0,5,1,2,1,1,4,1,1,0,1
65d0119d25eb4a1f8ca5d744807b9d58,2,1,2,1,1,1,0,1,3,2,2,3,4,1,1,2,2,4,1,0,1,0
65e923b1f9c2433aae082d32e6e05f16,1,2,2,2,1,0,2,1,1,1,1,0,4,2,2,1,0,4,1,1,2,1
6747a83762274432bf6ce4164299f6fa,1,1,1,1,0,2,0,2,1,0,2,2,5,1,1,2,1,4,2,1,2,2
68922dab1b1a4be282479819402754cd,1,3,2,1,1,2,0,0,3,3,1,3,4,1,0,1,1,4,2,1,1,2
68df68882dea480c9785e3c5d85a43e2,3,2,2,1,1,0,0,1,3,3,1,2,5,2,1,1,0,4,1,1,1,2
6c83fe1704be4325982d5ababac26110,1,3,2,3,1,2,0,2,3,3,3,2,4,2,2,2,1,4,1,3,2,2
6c8e8d374bf143509f2dfa1e1d7a953d,1,1,2,3,1,0,0,1,3,1,1,1,4,1,1,2,1,3,1,2,0,2
6d187059b14c4e80af270efe7c35186e,1,1,4,1,1,0,0,1,3,1,1,2,4,2,1,1,1,4,1,1,1,2
6f9e34e4515f44f6bdc243a55b907ca1,3,3,0,1,2,0,0,1,4,3,1,3,4,3,3,3,1,2,3,1,2,2
6ff2061b079b4af5892d0b18b4371a84,2,1,2,1,1,1,0,0,3,1,1,2,4,0,1,1,0,4,1,2,1,0
71042f133f8e4d8da9498229ec093750,2,2,2,2,1,0,0,1,3,4,2,3,4,1,1,3,1,2,2,1,0,1
727d4ef4e48a485dbb6f74d42fe4d096,1,2,0,3,0,0,0,1,3,3,1,3,5,1,1,1,1,4,1,1,1,1
73e6e974273548d9bf6933fe1a58a0ad,1,1,0,1,1,1,1,0,3,2,2,2,4,1,1,1,2,4,1,0,2,1
7465947f90e1473eba5b67fd95caa0d4,1,1,1,1,1,2,0,1,3,1,1,1,5,1,2,2,0,4,0,2,1,1
7465ad3db35d41c8b6e741fa06bdd4c2,1,1,4,1,2,0,0,0,3,2,1,1,5,1,3,2,1,4,1,0,1,1
75421e8329974bf48ecfdf06f95d10f6,1,2,4,1,1,2,0,1,4,1,0,2,5,1,1,2,0,4,2,1,2,1
755a3ab495354b9a9cef94cd3ac0aecf,1,1,0,1,1,1,1,1,1,1,1,1,3,1,0,2,1,4,0,1,1,1
760892f6a2d84cb9a8bacf80dcf5ad46,0,1,2,1,1,0,1,1,1,0,2,1,4,2,1,1,1,5,1,2,1,2
76fa48b3f4ae44e48c1e9687e87e3580,1,3,2,2,0,2,0,0,3,3,1,3,4,3,1,1,1,4,1,1,2,1
787e7be9639943f38e61f6fc77ae0889,0,2,4,1,2,0,0,1,3,1,0,2,4,2,1,3,2,4,3,0,0,1
7b002be8ddf84aa69ce509b186958266,1,2,0,2,1,0,1,1,3,1,2,2,4,1,1,1,0,4,1,1,1,1
7c12616ddd89495bac768aefd0d367f7,2,2,1,2,1,0,0,1,3,3,0,5,4,0,1,1,1,3,2,1,2,1
7c46dc11163c4dbbb0a67b2e305a8564,1,2,2,1,1,2,0,0,3,3,2,1,5,2,2,2,0,4,0,2,0,2
7d5dbf7118df494cba468341926469df,0,1,1,1,2,1,0,0,5,1,1,3,4,1,1,1,1,2,1,2,0,1
7d64adcef47f484fac2c68043a0b0929,3,3,2,1,1,1,0,1,4,1,1,1,4,1,1,1,1,4,1,1,1,2
7ddb2fe1e4704c12a24abc63a34fb98a,2,1,0,1,1,0,0,1,5,1,0,2,4,1,1,1,0,4,1,1,1,1
7f57fd03d796406e9ee9e264dabe2c6c,1,2,0,3,1,0,0,2,3,2,0,2,5,1,0,1,1,2,0,1,2,1
7fbfb8ae73714916a6040e702cdf5879,1,1,2,1,2,2,1,1,3,1,1,1,3,1,1,1,1,4,1,0,1,2
7fd4879fff6446e692ed3ccb7c5508f1,2,1,2,2,2,2,0,1,3,2,1,1,5,1,2,2,1,4,2,1,2,1
80e7ebcff49d40818eafb6a3d822c555,3,0,2,2,1,0,0,1,3,3,1,3,5,1,1,1,1,3,1,1,1,1
817e720903324599b386ead33340ad91,1,1,2,1,1,0,2,0,1,1,1,0,4,1,1,0,1,4,1,1,4,1
81f7a52bc1be4187ab514f104580058b,1,2,2,1,1,0,1,1,3,3,0,3,3,1,1,1,0,4,1,1,0,1
8233224db4984d07ae40f48e55c95cc3,1,1,4,1,2,2,0,1,3,1,1,1,3,2,2,2,1,4,1,1,2,1
824ad547961843f68e950fc37d6d8c1e,0,1,1,2,2,1,1,1,3,1,2,1,4,1,2,2,1,4,1,1,2,2
831fe2a9f0b94e60aaf3961a90445401,1,3,2,3,1,0,0,0,3,1,1,3,4,1,1,1,2,4,1,1,1,2
83536551b52d4dd2ae302c7bd3a34c47,0,1,2,1,0,0,1,1,3,2,1,2,4,1,2,2,0,4,1,1,2,0
837bacec7d8e4b2ab68fa42eeb64ca49,1,1,2,2,1,1,1,1,4,2,1,2,4,1,1,1,1,2,2,0,2,1
83c50f81953848148f509dbbe0c3a755,1,1,2,2,1,2,0,1,3,2,1,3,3,2,1,2,1,4,1,1,2,2
85a2a6045fba477ab05e99e1b5c5d832,1,2,2,3,2,2,1,1,3,3,1,3,4,2,2,2,0,4,3,1,1,2
85c2eb3578654cec85489288d0958c4b,4,2,2,2,1,2,1,1,3,1,2,3,5,0,2,1,1,4,1,1,0,1
861e6abbb5c14db3b28ba79907399eff,1,1,4,1,1,0,0,1,1,1,1,1,4,1,1,1,1,4,1,1,2,2
862a1f2251044b9fbe96c0c419945c9c,1,1,4,2,1,2,0,0,1,1,0,2,4,1,2,1,1,3,1,1,2,1
8755a2fcdef84b1990c658702bd5e836,2,1,2,1,1,2,0,0,4,2,2,2,4,0,1,2,0,2,1,0,1,2
8852d347bdeb4e5d9167b503544e2090,1,1,2,1,0,1,2,2,3,1,1,1,4,1,1,1,0,4,1,1,2,1
88d6c469713240a49a4435f356d76c05,2,1,1,1,1,0,2,2,3,1,1,3,4,1,1,1,1,4,1,0,2,0
89efa4bf337d4e6fa3ed7eedcf1c3224,1,2,0,3,1,2,2,1,3,1,2,2,5,1,2,1,2,4,1,2,2,1
8bc5a4e4c4524c7b921049a387686eac,1,3,2,3,1,2,1,1,4,3,1,1,5,1,1,1,1,4,2,1,1,1
8cdd7e15d84c464b9f57ac0d17960436,3,3,2,3,1,0,0,1,4,1,0,3,4,1,1,2,1,4,0,1,1,2
8f18cf7ef2214889874ec2edfa5e392c,0,2,4,2,1,0,2,2,3,1,2,2,4,1,1,1,2,4,1,1,2,1
910020aec0ea411e85501b06b4f8c520,0,2,2,2,1,1,0,1,4,1,1,3,4,1,2,1,1,4,1,0,1,0
913fe04bf0154ccca98c4b648762cb4b,1,4,2,2,1,0,1,0,5,1,1,1,3,1,1,1,0,3,1,1,2,1
92582876e9bc472f8f2abb47d7f0e3f4,1,1,1,1,1,1,0,1,3,1,1,3,4,1,1,2,0,4,1,0,2,1
927231f27b2c40dca9fb2c59b4b12c11,0,0,2,3,1,0,0,0,1,2,1,3,5,1,1,2,1,4,1,1,2,0
