persona_id,1,2,3,4,5,6,7,8
282,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
2855,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
2948,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
3912,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
5030,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
5280,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
5312,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
5514,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
5686,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
6851,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
7086,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
8257,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
8864,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
8927,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
10169,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
10219,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
10648,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
11938,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
14464,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
14557,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
14854,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
15010,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
16216,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
16589,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
17412,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
17784,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
18323,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
18474,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
19067,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
19776,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
20359,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
20529,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
20860,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
21427,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
22745,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
23193,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
23512,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
24776,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
25818,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
28600,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
28692,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
30625,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
30973,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
32146,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
32281,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
32302,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
33110,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
33429,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
34126,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
35074,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
35440,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
37306,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
38004,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
38324,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
38405,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
40500,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
41140,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
43244,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
43526,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
44957,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
44963,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
45423,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
45856,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
46591,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
46790,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
47369,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
48405,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
48545,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
50492,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
50747,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
50839,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
51881,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
52313,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
52497,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
53252,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
54658,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
56726,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
56808,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
57829,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
58267,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
58290,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
58412,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
58838,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
59059,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
60046,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
61007,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
61594,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
62283,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
62555,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
63796,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
63866,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
64924,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
65237,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
65380,,1.0,,5.0,5.0,5.0,1.0,5.0
65648,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
65835,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
65917,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
66045,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
66750,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
67977,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
68097,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
68833,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
69531,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
69851,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
69956,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
71245,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
71337,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
71674,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
71967,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
75220,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
75626,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
75859,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
76421,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
76660,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
77188,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
77440,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
77493,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
78152,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
78625,3.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
79218,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
79513,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
79628,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
79990,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
81383,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
81674,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
81777,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
